央视频道,#genre#
广东体育,http://mzitv.cn:32/tsfile/live/1008_1.m3u8$LR•15•IPV4『线路13』
广东体育,http://120.77.205.62:8087/rtp/239.77.0.112:5146$LR•15•IPV4『线路14』
广东体育,http://183.11.239.36:808/hls/2/index.m3u8$LR•15•IPV4『线路15』

劲爆体育,http://php.jdshipin.com/itv6s.php?cid=hnbblive&id=2000000002000000008$LR•9•IPV4『线路1』
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty$LR•9•IPV4『线路2』
劲爆体育,http://goo.bkpcp.top/mg/jbty$LR•9•IPV4『线路3』
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6$LR•9•IPV4『线路4』
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=05144ee4526abc2f6a8d44a41f9e078ef10c1a9f8930d51d7f453315d3577b613eac76898b1e0965789f7010cd3f8a1bca3167ef6e625cb77fc2c575eec35c8d07aaff61dc4b79f75fc67ef667$LR•9•IPV4『线路5』
劲爆体育,https://live.v1.mk/api/ghyx.php?id=JinBaoTiYuHD_6000$LR•9•IPV4『线路6』
劲爆体育,https://live.v1.mk/api/bestv.php?id=jbtyhd8m/8000000$LR•9•IPV4『线路7』
劲爆体育,http://36.105.100.208:35455/itv/5000000002000029972.m3u8?cdn=bestzb$LR•9•IPV4『线路8』
劲爆体育,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0525&tk=23a9aca1f79f$LR•9•IPV4『线路9』

